member count,person count,title,last name,first name,middle name,nick name,post title,house,Division,State/Territory,Date of election,Type of election,Date ceased to be a Member,reason,Most recent party
534,,,Vasta,Ross,Xavier,,,representatives,Bonner,Qld,9.10.2004,,24.11.2007,defeated,LIB
229,,,Vigor,David,Bernard,,,senate,,SA,1.12.1984 ,,5.6.1987 ,defeated,UNITE AP
535,,,Viner,Robert,Ian,,,representatives,Stirling,WA,2.12.1972,,5.3.1983,defeated,LIB
536,,,Wakelin,Barry,Hugh,,,representatives,Grey,SA,13.3.1993,,17.10.2007,retired,LIB
537,,,Walker,Francis,John,,,representatives,Robertson,NSW,24.3.1990,,2.3.1996,defeated,ALP
538,,,Wallis,Laurie,George,,,representatives,Grey,SA,25.10.1969,,4.2.1983,retired,ALP
230,,,Walsh,Peter,Alexander,,,senate,,WA,18.5.1974 ,,30.6.1993 ,retired,ALP
231,,,Walters,Mary,Shirley,,,senate,,Tas.,13.12.1975 ,,30.6.1993 ,retired,LIB
539,,,Washer,Malcolm,James,,,representatives,Moore,WA,3.10.1998,, ,still_in_office,LIB
540,,,Watson,David,John Hopetoun,,,representatives,Forde,Qld,1.12.1984,,11.7.1987,defeated,LIB
232,,,Watson,John,Odin Wentworth,,,senate,,Tas.,1.7.1978 ,,,still_in_office,LIB
233,,,Webber,Ruth,Stephanie,,,senate,,WA,1.7.2002 ,,,still_in_office,ALP
541,,,Webster,Alasdair,Paine,,,representatives,Macquarie,NSW,1.12.1984,,13.3.1993,defeated,LIB
234,,,Webster,James,Joseph,,,senate,,Vic.,9.12.1964 ,section_15,28.1.1980 ,resigned,NCP
542,,,Wells,Deane,Mcmillan,,,representatives,Petrie,Qld,5.3.1983,,1.12.1984,defeated,ALP
543,,,West,Andrea,Gail,,,representatives,Bowman,Qld,2.3.1996,,3.10.1998,defeated,LIB
544,,,West,Stewart,John,,,representatives,Cunningham,NSW,15.10.1977,by_election,8.2.1993,retired,ALP
235,,,West,Suzanne,Margaret,,,senate,,NSW,1.7.1990 ,,30.6.2002 ,retired,ALP
236,,,West,Suzanne,Margaret,,,senate,,NSW,11.2.1987 ,section_15,5.6.1987 ,defeated,ALP
237,,,Wheeldon,John,Murray,,,senate,,WA,1.7.1965 ,,30.6.1981 ,retired,ALP
238,,,Wheelwright,Thomas,Clive,,,senate,,NSW,24.5.1995 ,section_15,30.6.1996 ,defeated,ALP
545,,,White,Peter,Nicholson Duckett,,,representatives,McPherson,Qld,21.2.1981,by_election,19.2.1990,retired,LIB
546,,,Wilkie,Kim,,,,representatives,Swan,WA,3.10.1998,,24.11.2007,defeated,ALP
547,,,Williams,Daryl,Robert,,,representatives,Tangney,WA,13.3.1993,,31.8.2004,retired,LIB
548,,,Willis,Ralph,,,,representatives,Gellibrand,Vic.,2.12.1972,,31.8.1998,retired,ALP
549,,,Wilson,Ian,Bonython Cameron,,,representatives,Sturt,SA,2.12.1972,,8.2.1993,retired,LIB
550,,,Wilton,Gregory,Stuart,,,representatives,Isaacs,Vic.,2.3.1996,,14.6.2000,died,ALP
551,,,Windsor,Antony,Harold Curties,,,representatives,New England,NSW,10.11.2001,, ,still_in_office,IND
239,,,Withers,Reginald,Greive,,,senate,,WA,17.2.1966 ,section_15,25.11.1966 ,term expired,LIB
240,,,Withers,Reginald,Greive,,,senate,,WA,1.7.1968 ,,5.6.1987 ,retired,LIB
241,,,Wong,Penelope,Ying Yen,,,senate,,SA,1.7.2002 ,,,still_in_office,ALP
552,,,Wood,Jason,Peter,,,representatives,La Trobe,Vic.,9.10.2004,, ,still_in_office,LIB
242,,,Wood,William,Robert,,,senate,,NSW,11.7.1987 ,,12.5.1988,disqualified,NDP
243,,,Woodley,John,,,,senate,,Qld,1.7.1993 ,,27.7.2001 ,resigned,AD
553,,,Woods,Harry,Francis,,,representatives,Page,NSW,24.3.1990,,2.3.1996,defeated,ALP
554,,,Woods,Robert,Leslie,,,representatives,Lowe,NSW,11.7.1987,,13.3.1993,defeated,LIB
244,,,Woods,Robert,Leslie,,,senate,,NSW,8.3.1994 ,section_15,7.3.1997 ,resigned,LIB
555,,,Wooldridge,Michael,Richard Lewis,,,representatives,Casey,Vic.,3.10.1998,,8.10.2001,retired,LIB
556,,,Wooldridge,Michael,Richard Lewis,,,representatives,Chisholm,Vic.,11.7.1987,,3.10.1998,elected_elsewhere,LIB
557,,,Worth,Patricia,Mary,,,representatives,Adelaide,SA,13.3.1993,,9.10.2004,defeated,LIB
245,,,Wortley,Dana,Johanna,,,senate,,SA,1.7.2005 ,,,still_in_office,ALP
246,,,Wriedt,Kenneth,Shaw,,,senate,,Tas.,1.7.1968 ,,25.9.1980 ,resigned,ALP
558,,,Wright,Keith,Webb,,,representatives,Capricornia,Qld,1.12.1984,,13.3.1993,defeated,IND
559,,,Yates,William,,,,representatives,Holt,Vic.,13.12.1975,,18.10.1980,defeated,LIB
247,,,Young,Harold,William,,,senate,,SA,1.7.1968 ,,4.2.1983 ,defeated,LIB
560,,,Young,Michael,Jerome,,,representatives,Port Adelaide,SA,18.5.1974,,8.2.1988,resigned,ALP
561,,,Zahra,Christian,John,,,representatives,McMillan,Vic.,3.10.1998,,9.10.2004,defeated,ALP
248,,,Zakharov,Alice,Olive,,,senate,,Vic.,5.3.1983 ,,6.3.1995 ,died,ALP
562,,,Zammit,Paul,John,,,representatives,Lowe,NSW,2.3.1996,,3.10.1998,defeated,IND
563,,,Zappia,Antonio,,,,representatives,Makin,SA,24.11.2007,,,still_in_office,ALP
# Next available Rep number is 567
# Next available Senator number is 249
